id,type,solver,label,status,submitted_on,solved_on
1bbad969-e644-4d3f-944a-b7de3282309a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_4_3_2,COMPLETED,2025-06-18T18:05:25.037870Z,2025-06-18T18:05:25.579853Z
73038220-1593-41d8-be93-cd39327c12f0,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_4_2_2,COMPLETED,2025-06-18T18:05:22.630399Z,2025-06-18T18:05:23.124167Z
3e23c110-bed7-4ad3-b0f7-e189b672bb9f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_4_1_2,COMPLETED,2025-06-18T18:05:20.175677Z,2025-06-18T18:05:20.687381Z
32c82480-e925-4e1a-a5dd-08d887f631d7,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_4_0_2,COMPLETED,2025-06-18T18:05:17.528160Z,2025-06-18T18:05:18.142398Z
1f828dc6-5224-4ee6-9ff6-a390116b1d22,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_9_2,COMPLETED,2025-06-18T18:05:15.029870Z,2025-06-18T18:05:15.576761Z
51ed021b-59c1-4871-b43d-690928d577f5,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_8_2,COMPLETED,2025-06-18T18:05:12.580452Z,2025-06-18T18:05:13.144461Z
edc2dbc0-aadb-4bf8-b20e-7fe3cdd9f050,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_7_2,COMPLETED,2025-06-18T18:05:10.089469Z,2025-06-18T18:05:10.640306Z
031dd043-73be-44ee-b2eb-6e6a30e7f5bc,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_6_2,COMPLETED,2025-06-18T18:05:07.590354Z,2025-06-18T18:05:08.134098Z
8ea1577b-36a5-4cca-9c4d-d5def7763fb7,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_5_2,COMPLETED,2025-06-18T18:05:05.078584Z,2025-06-18T18:05:05.585736Z
4dc9109b-324b-46db-a3f3-994513e7f299,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_4_2,COMPLETED,2025-06-18T18:05:02.613253Z,2025-06-18T18:05:03.173054Z
6c1bdbfc-7900-49cf-9e2f-54a5131b2bfd,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_3_2,COMPLETED,2025-06-18T18:05:00.197194Z,2025-06-18T18:05:00.701537Z
2d688b66-2148-4ed6-92ac-b42b135ba98a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_2_2,COMPLETED,2025-06-18T18:04:57.722958Z,2025-06-18T18:04:58.285456Z
55aa3f3f-896e-47d3-b451-6d07fd33cc34,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_1_2,COMPLETED,2025-06-18T18:04:55.246253Z,2025-06-18T18:04:55.791382Z
abca8941-df45-4325-9af4-d8e58349834c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_3_0_2,COMPLETED,2025-06-18T18:04:52.709910Z,2025-06-18T18:04:53.230280Z
9648e48c-422f-44b7-92e7-c6584015becd,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.4_2_9_2,COMPLETED,2025-06-18T18:04:50.131061Z,2025-06-18T18:04:50.659147Z
